로컬푸드인증번호,인증유효시작일자,인증유효종료일자,인증취소일자,사업장도로명주소,사업장지번주소,생산지도로명주소,생산지지번주소,품목명,재배면적,재배규모,인증부여일자,사업자명,사업자등록번호,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
2020-335,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 황학길 21,,고추(건고추)+대추(건대추)+모과(건모과)+가지(건가지)+고사리(건고사리)+머윗대(건머윗대)+표고버섯(건표고버섯)+단감+감(대봉)+대추+자두+녹두+동부+동부(풋동부)+콩(서리태)+콩(쥐눈이콩)+팥(붉은팥)+감자+고구마(호박)+옥수수(팝콘용쥐이빨옥수수)+가지+토마토(방울토마토)+오이(조선)+고추(풋고추)+고추(청양고추)+호박(풋호박)+고추(홍고추)+당근+무+도라지(깐도라지)+달래+머위순+머윗대+방앗잎+취나물(산취)+쑥+콩나물+고구마줄기(삶은고구마줄기)+고사리(삶은고사리)+머윗대(삶은머윗대)+토란줄기(삶은토란줄기)+시금치+쑥갓+아욱+고춧잎+고구마줄기(깐)+배추+배추(봄동)+배추(얼갈이배추)+부추+상추+양배추+열무+호박잎+마늘(깐마늘)+마늘+생강+쪽파+밤+표고버섯+들깨+땅콩(알땅콩)+깨(참깨),,,2020-04-23,이종숙_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-334,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 황전중앙길 15,,감말랭이+고추(건고추)+대추(건대추)+곶감+고사리(건고사리)+머윗대(건머윗대)+취나물(건취나물)+무말랭이+시래기(무청시래기)+도라지(건도라지)+치자(건치자)+단감+감(대봉)+대추+매실+자두+콩(강낭콩)+녹두+동부+콩(백태)+콩(서리태)+완두+콩(쥐눈이콩)+팥(붉은팥)+감자+감자(자색)+고구마+고구마(꿀)+고구마(호박)+수수+옥수수(찰)+옥수수알+가지+호박(늙은호박)+박+오이(조선)+고추(풋고추)+고추(애기고추)+고추(청양고추)+호박(풋호박)+고추(홍고추)+토란(깐토란)+당근+무+토란+고들빼기+도라지(깐도라지)+더덕+도라지+두릅+머위잎+머윗대+엄나무순+취나물+고구마줄기(삶은고구마줄기)+고사리(삶은고사리)+머윗대(삶은머윗대)+죽순(삶은죽순)+취나물(삶은취나물)+토란줄기(삶은토란줄기)+토란잎(삶은토란잎)+시금치+고구마순+고구마줄기+고춧잎+고구마줄기(깐)+깻잎+깻잎순+배추,,,2020-04-23,신순자_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-105,2020-04-23,2022-04-22,,,,전라남도 순천시 낙안면 금산2길 15,,고추(건고추)+고사리(건고사리)+박고지+콩(백태)+팥(붉은팥)+쌀(백미)+쌀(적미)+쌀(찰현미)+찹쌀+쌀(향미)+쌀(현미)+쌀(혼합미)+감자+박+무+도라지+배추+밤+들깨,,,2020-04-23,김진수(마유미)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-375,2020-04-23,2022-04-22,,,,전라남도 순천시 대대2길 17-3,,감말랭이+가지(건가지)+고사리(건고사리)+토란줄기(건토란줄기)+동부+콩(서리태)+완두+콩(제비콩)+콩(호랑이콩)+쌀(백미)+감자(수미)+가지+고추(꽈리고추)+박+고추(청양고추)+토란(깐토란)+당근+무+토란+도라지(깐도라지)+두릅(땅두릅)+머위순+방앗잎+방풍나물+고사리(삶은고사리)+비트+시금치+쑥갓+갓+고구마줄기(깐)+깻잎순+배추+부추+상추+호박잎+마늘(깐마늘)+대파+마늘+실파+쪽파+마늘(풋마늘)+은행+들깨+깨(참깨),,,2020-04-23,박종례,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-374,2020-04-23,2022-04-22,,,,전라남도 순천시 순천만길 201-15,,보리(찰보리)+감자(수미)+토마토(대추방울토마토)+토마토(방울토마토)+오이+오이(노각)+오이(백다다기)+오이(취청)+고추(풋고추)+고추(청양고추)+고구마줄기+열무+대파+대파(파뿌리)+대파(파채)+C여)대파+우리밀통밀쌀+토마토+기획행사_농산물,,,2020-04-23,이주영,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-373,2020-04-23,2022-04-22,,,,전라남도 순천시 순천만길 307-93,,메추리알+C반)메추리알,,,2020-04-23,서율석,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-369,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 화지길 47,,고추(건고추)+가지(건가지)+고구마줄기(건고구마줄기)+고사리(건고사리)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+호박고지+돼지감자(건돼지감자)+여주(건여주)+우엉(건우엉)+초피(건초피-젠피)+모과+단감+감(대봉)+보리수열매+매실+콩(강낭콩)+동부+동부(검정동부)+콩(서리태)+완두+콩(쥐눈이콩)+감자+감자(수미)+감자(자색)+고구마(호박)+마(참마)+옥수수알+가지+고추(꽈리고추)+오이(노각)+오이(백다다기)+고추(풋고추)+고추(아삭이고추)+호박(풋호박)+당근+무+무(자색무)+무(초록무)+무(알타리무)+냉이+머위순+방앗잎+비비추+죽순+죽순(삶은죽순)+삼채잎+시금치+쑥갓+갓+갓(홍갓)+고춧잎+당귀잎+배추+배추(얼갈이배추)+부추+참비름+상추+상추(적상추)+상추(청상추)+열무+마늘(깐마늘)+양파(깐양파)+쪽파(깐쪽파)+대파+마늘+마늘쫑+생강+실파+양파+쪽파+초피(젠피)+밤(깐밤),,,2020-04-23,김화자(월등)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-368,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 화지길 79,,감말랭이+고추(건고추)+모과(건모과)+가지(건가지)+고구마줄기(건고구마줄기)+고사리(건고사리)+토란줄기(건토란줄기)+무말랭이+모과+단감+감(대봉)+감(대봉홍시)+보리수열매+앵두+자두+동부(밤동부)+동부(밤톨동부)+감자+감자(자색)+가지+고추(가지고추)+고추(꽈리고추)+단호박+고추(당조고추)+딸기+호박(애호박)+고추(할라피뇨)+오이+오이(노각)+오이(조선)+고추(풋고추)+고추(아삭이고추)+고추(애기고추)+고추(청양고추)+호박(풋호박)+고추(홍고추)+무(과일무=수박무)+당근+무+무(초록무)+냉이+달래+두릅+머위순+방앗잎+방풍나물+참나물+고구마줄기(삶은고구마줄기)+고사리(삶은고사리)+토란잎(삶은토란잎)+근대(적)+브로콜리+비트+시금치+쑥갓+치커리+케일+콜라비+갓+고춧잎+깻잎+깻잎순+쌈채소(모둠)+배추+배추(봄동)+배추(얼갈이배추)+부추+상추+상추(로메인)+상추(적상추)+상추,,,2020-04-23,최경옥_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-367,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 화지길 67,,감말랭이(단감)+감말랭이(대봉)+고추(건고추)+대추(건대추)+모과(건모과)+가지(건가지)+고구마줄기(건고구마줄기)+고사리(건고사리)+고춧잎(건고춧잎)+쇠비름(건쇠비름)+피마자잎(건피마자잎)+취나물(건취나물)+토란잎(건토란잎)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+시래기(배추시래기)+곰보배추(건곰보배추)+돼지감자(건돼지감자)+생강(건생강)+옥수수심(건옥수수심)+단감+감(대봉)+보리수열매+녹두+동부+완두+완두(깐완두)+감자+감자(수미)+옥수수(찰)+옥수수알+가지+고추(가지고추)+호박(늙은호박)+단호박+고추(당조고추)+박+오이(노각)+오이(조선)+고추(풋고추)+고추(아삭이고추)+고추(애기고추)+고추(청양고추)+호박(풋호박)+고추(홍고추)+당근+무+무(순무)+우엉잎+무(자색무)+무(초록무)+무(알타리무)+토란+냉이+달래+도라지+두릅+머위순+명아주+방앗잎+질경이,,,2020-04-23,이맹순(조경현)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-360,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 장선길 31,,월등울금소금+월등울금소금+분말+월등울금소금2종+월등울금환(남성용)+월등울금환(여성용)+월등울금환+분말+월등울금환(여+남)+월등울금분말+월등울금환+감(대봉)+현미울금차+콩(서리태)+팥(붉은팥)+울금생강엿+울금쌀엿+수정과-월등+월등매실장아찌+울금+땅콩(알땅콩)+울금호박엿+양파떡튀밥+사과떡튀밥+기획행사_가공식품,,,2020-04-23,월등식품,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-358,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 장선길 102,전라남도 순천시 월등면 농선리 482,감말랭이+고추(건고추)+대추(건대추)+고구마줄기(건고구마줄기)+고사리(건고사리)+머윗대(건머윗대)+토란줄기(건토란줄기)+무말랭이+박고지+시래기(무청시래기)+양파껍질+표고버섯(건표고버섯)+도라지(건도라지)+돼지감자(건돼지감자)+우엉(건우엉)+복숭아+복숭아(백도)+복숭아(황도)+동부(넝쿨동부)+콩(백태)+콩(서리태)+팥(붉은팥)+콩(호랑이콩)+감자+단호박+고구마줄기+고구마줄기(깐)+초석잠(건초석잠)+밤+초석잠(골뱅이형)+땅콩(알땅콩)+깨(참깨)+복숭아(못난이),,,2020-04-23,김점숙,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-356,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 이문내동길 14-1,,감말랭이+가지(건가지)+고구마줄기(건고구마줄기)+취나물(건취나물)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+호박고지+돼지감자(건돼지감자)+생강(건생강)+옥수수심(건옥수수심)+동부(넝쿨동부)+콩(서리태)+콩(쥐눈이콩)+팥(붉은팥)+감자+감자(수미)+감자(자색)+가지+고추(청양고추)+토란+두릅+취나물+시래기(삶은무청시래기)+은행(깐은행)+밤+밤(옥광)+밤쌀+은행+둥굴레+옥수수수염+익모초+땅콩(알땅콩)+땅콩(피땅콩)+도토리(기획행사)+감자(홍영-빨강),,,2020-04-23,정외남(신우연),,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-355,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 이문길 16,,감말랭이+고추(건고추)+가지(건가지)+고사리(건고사리)+다래순(건다래순)+머윗대(건머윗대)+피마자잎(건피마자잎)+취나물(건취나물)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+호박고지+호박고지(단호박)+도라지(건도라지)+돼지감자(건돼지감자)+민들레(건흰색민들레)+옥수수심(건옥수수심)+초피(건초피-젠피)+택란(건택란-누에형초석잠)+동부+콩(백태)+콩(서리태)+콩(쥐눈이콩)+팥(붉은팥)+호박(늙은호박)+단호박+토란(깐토란)+도라지(깐도라지)+도라지+피마자잎(아주까리잎)+취나물+초석잠(건초석잠)+밤+밤(옥광)+밤쌀+은행+결명자+둥굴레+옥수수수염+땅콩(알땅콩)+땅콩(피땅콩)+울금(건울금),,,2020-04-23,윤재심,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-354,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 계월길 232,,가지(건가지)+고사리(건고사리)+다래순(건다래순)+쑥부쟁이(건쑥부쟁이)+죽순(건죽순)+취나물(건취나물)+토란줄기(건토란줄기)+표고버섯(건표고버섯)+고구마(건고구마)+감(대봉)+자두+쑥+쑥부쟁이+죽순(삶은죽순)+은행(깐은행)+밤(황률)+은행+영지버섯+꾸지뽕나무+꾸지뽕열매+꾸지뽕잎,,,2020-04-23,류춘점,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-353,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 중촌길 10,전라남도 순천시 월등면 계월리 489-1,감말랭이+고추(건고추)+고추(청양건고추)+대추(건대추)+돌배(건돌배)+모과(건모과)+무화과(건무화과)+아로니아(건아로니아)+가지(건가지)+고구마줄기(건고구마줄기)+고사리(건고사리)+다래순(건다래순)+머윗대(건머윗대)+뽕잎(건뽕잎)+신선초(건신선초잎)+신선초(건신선초줄기)+피마자잎(건피마자잎)+질경이(건질경이)+취나물(건취나물)+토란잎(건토란잎)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+시래기(배추시래기)+양파껍질+호박고지(늙은호박)+호박고지(애호박)+가죽나물(건가죽나물)+도라지(건도라지)+도라지꽃(건도라지꽃)+매화(건매화)+민들레(건흰색민들레)+복숭아꽃(건복숭아꽃)+생강(건생강)+수세미(건수세미)+옥수수심(건옥수수심)+우엉(건우엉)+초피(건초피-젠피)+치자(건치자)+택란(건택란-누에형초석잠)+생강나무꽃(건생강나무꽃)+돌배+모과+무화과,,,2020-04-23,공숙희,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-351,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 유평길 30-2,,복숭아+복숭아(백도)+복숭아(황도)+머위순+대파+깨(참깨),,,2020-04-23,손경자,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-411,2020-04-23,2022-04-22,,,,전라남도 순천시 호남길 69,,다용도 방수파우치+동전지갑+면베개커버+면파우치+모자+목침(천연염색커버)+무릎담요(바늘쟁이)+무릎덮개(아사면)+물병주머니-소(방수)+방수 파우치 세트+방수가방+방수핸드폰백+삼각스카프+손수건+스카프빕(양면)+원피스형 앞치마+자외선차단마스크+조끼형 앞치마+크로스백1(방수)+크로스백3(방수)+크로스백2(방수)+편백목베개+편백베개+편백안마봉+핸드폰백+어깨형 앞치마+면마스크(바늘쟁이)+마스크 줄+마스크파우치(고정형)+마스크파우치(분리형)+텀블러가방+모자(2)+친환경수세미,,,2020-04-23,바늘쟁이,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-409,2020-04-23,2022-04-22,,,,전라남도 순천시 남제길 16,,순천만갈대쌀생국수+순천만갈대편강+순천만갈대김부각+순천만갈대포도식초+순천만갈대갈대식초+순천만갈대엉겅퀴식초+갈대김부각선물세트_자연맛길+갈대김부각6개세트_자연맛길,,,2020-04-23,(주)자연맛길,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-408,2020-04-23,2022-04-22,,,,전라남도 순천시 남제길 16,,순천만국화차+순천만매화꽃차+순천만목련꽃차+순천만백화꽃차+아카시아꽃차+야생화꽃차(2종)+야생화꽃차(3종)+순천만돼지감자꽃차+순천만코스모스꽃차+순천만참나리꽃차+순천만꽃차세트+순천만구절초꽃차+순천만홍화꽃차,,,2020-04-23,순천만야생화꽃차,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-407,2020-04-23,2022-04-22,,,,전라남도 순천시 별량면 친환경길 102-49,,별량염전함초자염420g*2+80g+별량염전함초자염(3병)+시래기(무청시래기)+시금치+별량염전함초자염+별량염전홍삼자염+별량염전자염3종+별량염전함초자염420g+울금자염100g,,,2020-04-23,순천만별량염전,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-406,2020-04-23,2022-04-22,,,,전라남도 순천시 중앙초등길 31,,순천만함초자염+순천만함초자염350g*2+순천만함초자염420g*2+순천만함초분말+순천만함초환+순천만함초세트3호(환+분말)+순천만함초세트2호(환+자염)+순천만함초진액+순천만함초세트1호(분말+자염),,,2020-04-23,순천만함초,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-405,2020-04-23,2022-04-22,,,,전라남도 순천시 이수로 18. 1층,,관광기념 손수건+무릎담요+베개용편백볼+뽀송뽀송 친환경수세미+에코가방+염색손수건+이엠곡물때비누+이엠바디클린저+이엠발효활성액+이엠원액+이엠천연린스+이엠친환경비누(어성초)+이엠친환경비누(율무)+이엠친환경비누(진주)+이엠친환경비누(편백)+이엠천연샴푸+이엠천연주방세제+천연염색 머플러(순면)+천연염색 머플러(인견)+이엠탈취방향제+파라코드 팔찌+편백도마(대)+편백맛사지안마기+편백방향제+편백허리맛사지운동겸베개+흑설탕팩+모기퇴치제+편백수액탈취제+이엠친환경비누세트+오색필통*지갑+마스크+이엠삼푸린스세트+이엠삼푸바디세트+친환경생활제품세트(1호)+친환경생활제품세트(2호)+친환경생활제품세트(3호)+친환경생활제품세트(4호)+친환경주방설거지비누+친환경수세미+설거지비누+수세미 세트,,,2020-04-23,㈜에코그린,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-403,2020-04-23,2022-04-22,,,,전라남도 순천시 덕암새터길 95,,하늘산국화차+하늘갈대뿌리차+하늘감잎차+하늘겨우살이차 +하늘연잎차 +하늘녹차(세작)+하늘녹차(우전) +하늘목련꽃차+하늘뽕잎차 +하늘발효차,,,2020-04-23,하늘차,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-400,2020-04-23,2022-04-22,,,,전라남도 순천시 서면 둔대수계길 24,,키친타올(무형광)+미용티슈(100천연펄프)+두루마리화장지_4겹(100천연펄프)+두루마리화장지_3겹(100천연펄프),,,2020-04-23,꿈을 키우는 세상,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
