육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
복운육교,일반국도,38,신복운로,충청남도 당진시 송악읍 신복운로 5,36.94429653,126.7837215,39,,,4.5,3.5,,,N,없음,,,,2000-01-01,N,보통,제한없음,,정기점검,2021-06-28,충청남도 당진시,2022-12-01,5680000,충청남도 당진시
논산역 인도육교,기타,,해월로,충청남도 논산시 계백로 1091,36.206436,127.092944,90,4.8,,4,,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2019-03-25,충청남도 논산시,2022-11-25,4540000,충청남도 논산시
놀뫼대로 보도육교,기타,,도시계획도로,충청남도 논산시 득안대로 1499,36.1969545,127.083561,28,4.8,,4,2.5,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2019-03-25,충청남도 논산시,2022-11-25,4540000,충청남도 논산시
득안대로 보도육교,기타,,도시계획도로,충청남도 논산시 시민로307번길 17,36.191898,127.088012,28,4.8,,4,2.5,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2019-03-25,충청남도 논산시,2022-11-25,4540000,충청남도 논산시
산본역 보도육교,시도,,번영로,경기도 군포시 번영로 497,37.35831991,126.9322914,134.6,6.15,,4.5,6.8,1,,Y,점자블럭+경사로,7,캐노피,4,1996-01-01,N,보통,제한없음,2022-07-25,정기점검,2022-11-01,경기도 군포시청,2022-11-03,4020000,경기도 군포시
둔전초교 보도육교,시도,,고산로,경기도 군포시 고산로 529,37.36024437,126.9225259,44,,,4.3,4.7,,,Y,경사로,2,없음,0,1996-01-01,N,보통,제한없음,2020-09-20,정기점검,2022-11-01,경기도 군포시청,2022-11-03,4020000,경기도 군포시
산본 보도육교,시도,,고산로,경기도 군포시 고산로 727-20,37.37465152,126.9381451,27.6,5.85,,4.8,4,1,,N,없음,0,없음,0,1996-01-01,N,보통,제한없음,,정기점검,2022-11-01,경기도 군포시청,2022-11-03,4020000,경기도 군포시
동림초교앞육교,시도,대1-6번,호남선,광주광역시 북구 북문대로 236(동림동),35.18702965,126.8666034,32,,,4.5,2.9,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
연제보도교,시도,대3-39번,호남선,광주광역시 북구 첨단연신로91번길 22(신용동),35.20650003,126.8619175,28,,,4.5,5,,,Y,점자블럭+경사로,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
양산제2육교,시도,대2-7번,호남선,광주광역시 북구 하서로 225(양산동),35.19539509,126.8765241,25.8,,,4.8,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
월산제1육교,기타,하천횡단,호남선,광주광역시 북구 석곡월산길,35.21336877,126.9503364,30,,,0,1.8,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
월산제2육교,기타,하천횡단,호남선,광주광역시 북구 석곡월산길,35.20986272,126.9521392,30,,,0,1.8,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
정라육교,일반국도,7호,일반국도,강원도 삼척시 동해대로 4032-6,37.44080807,129.1786021,31,4.8,0,0,2.1,0,0,N,0,0,0,0,2004-11-20,N,보통,제한없음,0,정기점검,2022-07-01,강원도 삼척시청,2022-12-28,4240000,강원도 삼척시
정상육교,일반국도,7호,일반국도,강원도 삼척시 청석로 83,37.44825655,129.1779846,40.2,4.9,0,0,4,0,0,N,0,0,0,0,2005-01-01,N,보통,제한없음,0,정기점검,2022-07-01,강원도 삼척시청,2022-12-28,4240000,강원도 삼척시
종합운동장교,일반국도,7호,일반국도,강원도 삼척시 하실1길 36,37.45465518,129.1724399,28,4.5,0,0,4,0,0,N,0,0,0,0,1997-01-01,N,보통,제한없음,0,정기점검,2022-07-01,강원도 삼척시청,2022-12-28,4240000,강원도 삼척시
부평역보도육교,기타,,철도,인천광역시 부평구 광장로16,37.48956767,126.7233506,70,7.5,7.5,7,3,2,8,N,없음,,,,1971-01-01,N,보통,제한없음,"2017년 부평역 보도육교 보수,보강 공사",정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
서초보도육교,기타,,철도,인천광역시 부평구 경인로1083번길 67,37.48804347,126.7421652,45.4,7.5,7.5,7,5,2,10,N,없음,,,,1994-01-02,N,양호,제한없음,"2015년 서초보도육교 바닥정비 공사2017 부개서초보도육교 정비공사-바닥면 철거, 판석 철거, 도막 포장",정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
신촌보도육교,시도,,경원대로,인천광역시 부평구 경원대로 1222,37.48589709,126.7075753,39,5,7.5,4.5,4,1.2,10,Y,경사로,2,,,2001-05-07,N,양호,제한없음,"2010년 신촌보도육교 보수공사2019년 신촌보도육교 정비공사-도장(벽체, 천정) , 포장보수",정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
구산동보도육교,시도,,무네미로,인천광역시 부평구 무네미로 478,37.48061162,126.7528825,36.1,5,7.5,4.5,4,1.2,0,Y,경사로,2,,,2001-04-06,N,양호,제한없음,,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
행복육교,기타,,동수북로,인천광역시 부평구 동수북로 63,37.48771459,126.7140859,49,5,7.5,4.5,3,1.2,8,Y,승강기,2,,,2005-01-02,N,양호,제한없음,,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
구산초교육교,시도,,길주로,인천광역시 부평구 길주로 694,37.50659343,126.7396592,34,5,7.5,4.5,6,1.2,4,Y,경사로,2,,,2004-01-02,N,양호,제한없음,,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
굴포초교욱교,시도,,굴포로,인천광역시 부평구 굴포로 146,37.51166541,126.7373257,41.5,5,7.5,4.5,6,1.2,6,Y,경사로,2,,,2004-01-01,N,양호,제한없음,2012년 굴포초교보도육교 계단보수공사 시행,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
진산초교육교,시도,,수변로,인천광역시 부평구 수변로 293,37.51213891,126.7405985,41.5,5,7.5,4.5,4,1.2,0,N,없음,,,,2004-01-02,N,양호,제한없음,,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
한강초교앞보도육교,특별시도,,한강대로,서울특별시 용산구 한강대로 54,37.5254668,126.964704,,,,4.2,,,,Y,엘리베이터,,,,,N,양호,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
한남초교앞보도육교,특별시도,,한남대로,서울특별시 용산구 한남대로 112,37.5392032,127.0055986,,,,4.3,,,,Y,엘리베이터,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
한남오거리앞보도육교,특별시도,,한남대로,서울특별시 용산구 한남대로 76,37.53556311,127.0065487,,,,4.5,,,,N,없음,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
이촌고가차도,구도,,이촌로,서울특별시 용산구 이촌로 100-8,37.52448791,126.9579667,,,,4.5,,,,Y,엘리베이터,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
신천육교,일반국도,42번,수인로,경기도 시흥시 수인로 3394번길3,37.441681,126.781783,50.6,5.5,,4.5,4.2,1.5,,Y,경사로,2,없음,,1987-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
은행대한주유소 앞 육교,일반국도,42번,수인로,경기도 시흥시 수인로 3299,37.438848,126.792077,44.7,5.5,,4.5,4,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
대흥중학교 육교,시도,1번,서해안로,경기도 시흥시 서해안로 1587,37.446863,126.784962,32,5.5,,4.5,2.5,1.5,,N,없음,0,캐노피,2,1995-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
신천배수지 육교,시도,1번,서해안로,경기도 시흥시 호현로 103번길 77,37.44478255,126.7809964,30.7,5.5,,4.5,2.5,1.5,,N,없음,0,없음,,1995-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
보행1육교,시도,39번,정왕대로,경기도 시흥시 옥구상가2길 4,37.354206,126.724486,124,5.5,,4.5,6,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
보행2육교,시도,39번,정왕대로,경기도 시흥시 정왕대로 184,37.348023,126.734518,105,5.5,,4.5,6,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
보행3육교,시도,39번,정왕대로,경기도 시흥시 정왕대로 210,37.346008,126.737776,105,5.5,,4.5,6,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
보행4육교,시도,39번,정왕대로,경기도 시흥시 정왕대로 350,37.338694,126.749563,105,5.5,,4.5,6,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
정왕2육교,시도,39번,정왕대로,경기도 시흥시 정왕대로 124,37.350964,126.729704,45,5.5,,4.5,4,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
검도수련관 앞 육교,시도,8번,봉화로,경기도 시흥시 봉화로 23,37.367196,126.736695,38.26,5.5,,4.5,4,1.5,,Y,경사로,2,없음,,1997-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
능곡초등학교 앞 육교,시도,52번,능곡중앙로,경기도 시흥시 능곡중앙로 22,37.36525252,126.8114476,104,5.5,,4.5,3,1.5,,Y,경사로,2,없음,,2006-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
노인복지회관 앞 육교,시도,52번,능곡중앙로,경기도 시흥시 장현능곡로 214,37.368353,126.812732,45,5.5,,4.5,4,1.5,,Y,경사로,2,없음,,2006-12-31,Y,양호,제한없음,,정기점검,2022-11-03,경기도 시흥시청,2022-11-24,4010000,경기도 시흥시
여울보도육교,시도,,굴포로,인천광역시 부평구 굴포로 184,37.51333362,126.7410016,138,5,7.5,4.5,4,1.2,14,Y,경사로,3,,,2004-01-02,N,양호,제한없음,,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
삼산1보도육교,구도,,영성동로,인천광역시 부평구 영성동로18번길 51,37.51819546,126.7497965,31.2,5,7.5,4.5,6.5,1.2,0,Y,경사로+승강기,4,,,2010-01-01,N,양호,제한없음,2015년 삼산1보도육교 합성데크 보수공사,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
삼산2보도육교,시도,,평천로,인천광역시 부평구 평천로 521,37.51655745,126.7485267,70.9,5,7.5,4.5,5.5,1.2,0,Y,경사로+승강기,4,,,2010-01-02,N,양호,제한없음,2019년 삼산2보도육교 정비공사-상판 목재 데크 교체-하부 각파이브 정비,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
광덕보도육교,시도,,안산천동로,경기도 안산시 상록구 안산천동로 170,37.3303338,126.8437189,46,,,0,4,,,N,없음,,,,1991-06-30,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
부곡보도육교,시도,,성호로,경기도 안산시 상록구 성호로 285,37.32864894,126.858676,41.8,,,4.5,3.8,,,N,없음,,,,1995-03-30,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
수암보도육교,시도,,노리울길,경기도 안산시 상록구 노리울길 34,37.35843738,126.8747192,35,,,4.8,4.1,,,N,없음,,,,2002-12-20,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
월피보도육교,시도,,안산천서로,경기도 안산시 상록구 안산천서로 205,37.33246108,126.8458123,46,,,0,4,,,N,없음,,,,1995-12-31,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
본오보도육교,시도,,선진6길,경기도 안산시 상록구 선진6길 70,37.28126921,126.8507063,42,,,4.3,4.8,,,Y,경사로,,,,2001-12-28,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
항가울산보도육교,시도,,항호3길,경기도 안산시 상록구 항호3길 58,37.28973895,126.8448053,30.2,,,5,4,,,N,없음,,,,1998-01-30,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
남경마을보도육교,시도,,신탄진로,대전광역시 대덕구 신탄진로 746,36.44412663,127.4294252,30,0,0.5,4,4,0,0,Y,경사로,,,,,N,양호,제한없음,,정기점검,2022-05-30,대전광역시,2023-01-05,6300000,대전광역시
여상육교,일반국도,2번,녹색로,전라남도 순천시 녹색로 1636 (덕월동),34.92648591,127.4909029,45.7,,,4.4,4.1,,,N,없음,,,,1991-01-01,N,보통,제한없음,,정기점검,2021-12-06,전라남도 순천시청 도로과,2022-03-03,4820000,전라남도 순천시
이수육교,시도,,이수로,전라남도 순천시 이수로 171-1 (생목동),34.94907198,127.5046138,22.8,,,4.5,3.1,,,N,없음,,,,1991-01-01,N,보통,제한없음,,정기점검,2021-12-06,전라남도 순천시청 도로과,2022-03-03,4820000,전라남도 순천시
조례육교2,일반국도,2번,순광로,전라남도 순천시 순광로 17 (조례동),34.95512365,127.5229825,32.6,,,4.1,3.8,,,N,없음,,,,1992-01-01,N,보통,제한없음,,정기점검,2021-12-06,전라남도 순천시청 도로과,2022-03-03,4820000,전라남도 순천시
남산육교,시도,,남산로,전라남도 순천시 남산로 59 (풍덕동),34.93987933,127.4949122,21.2,,,4.3,4,,,N,없음,,,,1993-01-01,N,보통,제한없음,,정기점검,2021-12-06,전라남도 순천시청 도로과,2022-03-03,4820000,전라남도 순천시
용산가족공원보도육교,시도,,서빙고로,서울특별시 용산구 서빙고로 137,37.52470233,126.9777412,,,,9,,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
크라운호텔앞보도육교,특별시도,,녹사평대로,서울특별시 용산구 녹사평대로 134,37.53072639,126.9911211,,,,4.2,,,,N,없음,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
한강중학교앞보도육교,시도,,서빙고로,서울특별시 용산구 서빙고로62길3,37.51974875,126.9938825,,,,4.2,,,,Y,엘리베이터,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
탑성마을 앞 보도육교,시도,2601번,헌릉로,서울특별시 서초구 헌릉로 137,37.4586838,127.0558256,46.6,,,4.8,4,,,Y,엘리베이터,,,,2013-06-30,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
안골마을 앞 보도육교,시도,2601번,헌릉로,서울특별시 서초구 헌릉로8길 61,37.4547182,127.0612953,46.6,,,4.6,4,,,N,없음,,,,1993-07-23,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
방일초교 앞 보도육교,시도,4229번,방배로,서울특별시 서초구 방배로 123,37.4849418,126.9927877,22,,,4.3,4,,,N,없음,,,,1996-04-16,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
내곡 보도육교,시도,2601번,헌릉로,서울특별시 서초구 헌릉로 260,37.455485,127.0688514,46,,,4.8,4,,,N,없음,,,,1996-09-30,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
논현 보도육교,시도,29번,논현로,서울특별시 서초구 논현로11길 3,37.4737336,127.0460069,27.4,,,4.5,3.5,,,N,없음,,,,2000-11-10,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
센트럴씨티 보도육교,시도,45번,사평대로,서울특별시 서초구 사평대로 205,37.5044295,127.0055714,67.6,,,4.5,6.1,,,Y,경사로,,,,2002-04-25,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
아쿠아아트 보도육교,시도,92번,남부순환로,서울특별시 서초구 남부순환로 2433-3,37.4820206,127.0139997,50,,,4.5,3.2,,,Y,경사로,,,,2004-11-01,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
